	element	sub_ids	regions	elm_type	stroke	freq2	count2	dep2
127	㇈	㇈	.		1	15534855.033333333	211	('㇈', '几', '卂', '瓦', '瓦', '谻', '驘', '㷀', '𠁽', '𠁽', '𠂮', '𠒍', '𠚱', '𠫗', '𡣍', '𡯁', '𢩥', '𤅌', '𤱖', '𩦻')
128	夕	⿴𠂊丶	GHTJKPV		3	16839831.57	211	('夕', '匇', '名', '囱', '外', '夗', '夘', '多', '多', '夛', '夝', '夢', '夢', '夢', '夣', '夤', '奖', '宐', '岁', '摉')
129	𠂊	⿰丿㇇	HKV		2	16840124.22	211	('𠂊', '夕', '麁', '㣇', '𠦨', '𠭾', '𠭾', '𡈪', '𡩅', '𡱃', '𢄉', '𢑙', '𢑞', '𢒠', '𢒴', '𢒴', '𢖨', '𢺦', '𣝖', '𨓝')
130	干	⿱一十	GHTJKPV		3	11001907.2	210	('干', '仠', '刊', '厈', '哶', '奸', '姧', '屽', '平', '平', '幵', '幵', '幷', '幷', '忓', '扞', '拜', '拜', '拝', '攼')
131	隹	⿰亻⿱丶⿻王一	X		8	11089129.5	210	('隹', '倠', '准', '售', '唯', '堆', '奞', '婎', '寉', '崔', '嵟', '帷', '惟', '截', '推', '暹', '曜', '椎', '淮', '焦')
132	隹	⿰亻⿱丶⿻工二	GHTJKP		8	11089129.5	210	('隹', '倠', '准', '售', '唯', '堆', '奞', '婎', '寉', '崔', '嵟', '帷', '惟', '截', '推', '暹', '曜', '椎', '淮', '焦')
133	隹	⿰亻⿱亠龶	X		8	11089129.5	210	('隹', '倠', '准', '售', '唯', '堆', '奞', '婎', '寉', '崔', '嵟', '帷', '惟', '截', '推', '暹', '曜', '椎', '淮', '焦')
134	𭠍	⿻𫠠㇒	J		3	14127555.6	209	('𭠍', '尧', '戈', '𢎯', '𥁫', '𪜋', '𪷎', '𬼞', '𭡴', '侥', '哓', '娆', '峣', '挠', '晓', '桡', '浇', '烧', '硗', '绕')
135	辶	辶	GHTJK		3	27832088.45	208	('辶', '嚺', '巡', '暹', '燧', '璲', '穟', '繸', '蒁', '襚', '躚', '辷', '辸', '边', '辺', '辻', '込', '辽', '达', '辿')
136	寸	⿹𬺰丶	GHTJKPV		3	31814772.2	206	('寸', '付', '傉', '刌', '吋', '嗕', '嚼', '囀', '団', '埒', '埓', '埓', '夺', '奪', '媷', '守', '对', '寺', '寺', '寻')
137	㐅	㐅	GTJ		2	14307062.6	203	('㐅', '丒', '冈', '凶', '刃', '刈', '区', '区', '図', '希', '彥', '杀', '榝', '殺', '気', '爻', '產', '网', '网', '罓')
138	忄	忄	GHTJK		3	6246414.4	201	('忄', '忆', '忇', '忉', '忊', '忋', '忏', '忓', '忔', '忕', '忖', '忙', '忚', '忛', '忟', '忡', '忣', '忤', '忦', '忧')
139	{43}	{43}	.	unencoded	3	12835257.2	199	('{43}', '争', '亊', '事', '亷', '偼', '兼', '兼', '妻', '媫', '尋', '尹', '帚', '庚', '廉', '当', '彗', '彗', '彛', '急')
140	訁	言	G		7	19327776.4	198	('訁', '訂', '訃', '訅', '訆', '計', '訉', '訊', '訊', '訊', '訋', '訌', '訍', '討', '訏', '訐', '訑', '訒', '訓', '訕')
141	㇉	㇉	.		1	11278380.45	198	('㇉', '丂', '丐', '弓', '㽕', '䦇', '𠀁', '𠀟', '𠁮', '𠁮', '𠂔', '𠂣', '𠚣', '𠧤', '𠧷', '𡌱', '𡗙', '𡦭', '𡱄', '𡴈')
142	𭕄	⿲丶丶㇒	J		3	14119894.333333334	198	('𭕄', '佥', '兴', '単', '厳', '巣', '应', '悩', '揺', '爫', '瑶', '瑶', '畄', '脳', '謡', '遥', '鼡', '䎩', '𠋁', '𠌏')
143	廿	⿱卄一	GHTJKP		4	11965031.133333333	192	('廿', '世', '丗', '卋', '堇', '嬊', '席', '帯', '帶', '度', '庶', '庹', '庻', '棄', '炗', '燕', '甘', '簔', '革', '鷰')
144	戈	⿺𭠍丶	GHTJKPV		4	27797311.2	189	('戈', '伐', '划', '啔', '嶯', '戉', '戊', '戋', '戎', '戏', '我', '戒', '戓', '戔', '戔', '戕', '或', '戗', '战', '戙')
145	攵	攵	GHTJK		4	16112012.766666668	189	('攵', '倏', '傲', '儵', '呚', '啓', '啓', '啟', '嗷', '嗸', '坆', '媺', '嫯', '孜', '孷', '嶅', '幑', '幣', '弊', '徴')
146	{11}	{11}	.	unencoded	4	6966727.7	183	('{11}', '兆', '函', '函', '塁', '崡', '彔', '录', '忁', '摂', '楽', '様', '沗', '泰', '渋', '率', '疂', '瘝', '脊', '脊')
147	几	⿰丿㇈	GHTJKPV		2	14840400.566666666	183	('几', '亢', '亮', '仉', '冗', '凡', '凢', '凣', '凥', '処', '凫', '凭', '凯', '凱', '凳', '凴', '叽', '咒', '壳', '壳')
148	罒	⿴囗⿰丨丨	GHTJP		5	12564155.8	183	('罒', '嚺', '嚼', '夢', '夢', '夣', '幰', '徳', '憲', '曼', '曼', '欝', '欝', '潨', '瀗', '灂', '爝', '爝', '爵', '爵')
149	禾	⿱㇒木	GHTJKP		5	8441705.4	182	('禾', '乗', '乘', '利', '咊', '和', '囷', '姀', '委', '季', '嵇', '柇', '濲', '盉', '禿', '秀', '私', '秂', '秃', '秄')
150	𥫗	𥫗	GV		6	6553176.8	178	('𥫗', '幯', '擳', '擶', '櫛', '瀄', '癤', '竺', '竻', '竼', '竽', '竾', '竿', '笀', '笁', '笂', '笃', '笄', '笅', '笆')
151	米	⿻丷木	GHTJKPV		6	7851821.733333333	177	('米', '侎', '冞', '匊', '咪', '夈', '娄', '宩', '屎', '彝', '彞', '攗', '敉', '敹', '料', '断', '毩', '氣', '洣', '畨')
152	纟	纟	GH		3	4575753.0	174	('纟', '纠', '纡', '红', '纣', '纤', '纥', '约', '级', '纨', '纩', '纪', '纫', '纬', '纭', '纮', '纯', '纰', '纱', '纲')
153	白	⿱㇒日	GHTJKPV		5	18993686.25	173	('白', '伯', '兜', '兠', '劰', '原', '岶', '帕', '帛', '廹', '怕', '拍', '敀', '敫', '暭', '柏', '楽', '樂', '泉', '泊')
154	从	⿰人人	GHTJKP		4	10403197.75	173	('从', '丛', '两', '众', '來', '倆', '僉', '嗇', '坐', '夾', '巫', '庻', '從', '怂', '枞', '疭', '緃', '緃', '纵', '耸')
155	礻	礻	GHJK		4	4420674.4	171	('礻', '礼', '礽', '社', '礿', '祀', '祁', '祂', '祃', '祄', '祅', '祆', '祇', '祈', '祉', '祊', '祋', '祌', '祍', '祎')
156	刀	⿹𠃌丿	GHTJKPV		2	12419599.3	170	('刀', '兔', '冤', '刃', '刃', '刃', '刄', '刅', '分', '切', '刕', '初', '刧', '券', '券', '剓', '剪', '剪', '剺', '劈')
157	刂	⿰丨亅	GHTJK		2	20836164.46666667	169	('刂', '侴', '俞', '偂', '偷', '刈', '刉', '刊', '刋', '刌', '刎', '刏', '刐', '刑', '划', '刓', '刔', '刖', '列', '刘')
158	讠	讠	GH		2	9522760.6	168	('讠', '狱', '罚', '计', '订', '讣', '认', '讥', '讦', '讧', '讨', '让', '讪', '讫', '讬', '训', '议', '讯', '记', '讱')
159	力	⿻𠃌丿	GHTJKPV		2	15742754.700000001	165	('力', '为', '仂', '劜', '劝', '办', '功', '加', '务', '劢', '劣', '劤', '劥', '劦', '劧', '动', '助', '努', '劫', '劬')
160	吅	⿰口口	GT		6	6106227.9	164	('吅', '僉', '咒', '咢', '品', '哭', '啙', '喌', '喪', '單', '噐', '噐', '器', '器', '器', '器', '嚚', '嚚', '嚣', '嚣')
161	亘	⿱一旦	GHTJKP		6	5101676.7	164	('亘', '刯', '咺', '垣', '姮', '宣', '峘', '恒', '晅', '桓', '洹', '烜', '狟', '絙', '絙', '荁', '貆', '車', '䚙', '䱎')
162	三	三	GHTJKPV		3	16161870.8	163	('三', '丰', '仨', '兰', '叁', '叄', '夆', '契', '弎', '彗', '彗', '恝', '承', '挈', '栔', '洯', '絜', '蛪', '觢', '閆')
163	爫	⿱㇒𭕄	GH[M]TV[B]		4	8781216.533333333	163	('爫', '乿', '受', '嚼', '埒', '奚', '妥', '媱', '孚', '寽', '愛', '愮', '捋', '揺', '摇', '暚', '榣', '櫾', '浖', '渓')
164	爫	⿱㇒⿲㇒丶丶	JK[P]		4	8781216.533333333	163	('爫', '乿', '受', '嚼', '埒', '奚', '妥', '媱', '孚', '寽', '愛', '愮', '捋', '揺', '摇', '暚', '榣', '櫾', '浖', '渓')
165	𤣩	𤣩	HT		4	5879149.8	161	('𤣩', '斑', '玌', '玎', '玏', '玐', '玑', '玒', '玓', '玓', '玔', '玕', '玖', '玗', '玘', '玙', '玚', '玛', '玜', '玝')
166	乂	乂	GHTJKPV		2	10194911.2	160	('乂', '义', '匁', '図', '文', '父', '爻', '犮', '艾', '㞿', '㣻', '㲼', '㸚', '䘠', '䢃', '𠀼', '𠮣', '𠵪', '𡒠', '𢋪')
167	丁	⿱一亅	GHTJKPV		2	16369481.100000001	153	('丁', '亍', '亭', '仃', '厅', '叮', '可', '圢', '奵', '宁', '寧', '帄', '庁', '忊', '打', '朾', '汀', '灯', '牙', '牙')
168	石	⿸丆口	GHTJKPV		5	2112681.3	151	('石', '乭', '佦', '劯', '唘', '坧', '妬', '宕', '岩', '拓', '斫', '柘', '沯', '沰', '泵', '炻', '矴', '矵', '矶', '矷')
169	示	⿱二𡭔	T[P]V		5	3841159.1999999997	151	('示', '佘', '呩', '奈', '宗', '斎', '柰', '标', '沶', '狋', '眎', '礼', '礽', '社', '礿', '礿', '祀', '祁', '祄', '祅')
170	示	⿱二⿲丿丨丨	JK		5	3841159.1999999997	151	('示', '佘', '呩', '奈', '宗', '斎', '柰', '标', '沶', '狋', '眎', '礼', '礽', '社', '礿', '礿', '祀', '祁', '祄', '祅')
171	示	⿱二小	GHP		5	3841159.1999999997	151	('示', '佘', '呩', '奈', '宗', '斎', '柰', '标', '沶', '狋', '眎', '礼', '礽', '社', '礿', '礿', '祀', '祁', '祄', '祅')
172	皿	⿴𠀃⿰丨丨	GHTJKPV		5	5933911.2	151	('皿', '孟', '寍', '昷', '橀', '泴', '溢', '盀', '盁', '盂', '盃', '盄', '盅', '盆', '盇', '盈', '盉', '益', '益', '盋')
173	車	⿻亘丨	GHTJKPV		7	9717812.6	145	('車', '俥', '厙', '唓', '囀', '庫', '捙', '斬', '硨', '莗', '蛼', '軋', '軌', '軍', '軎', '軏', '軐', '軐', '軐', '軑')
174	了	⿱乛亅	GHTJKPV		2	20428965.15	144	('了', '亟', '亨', '函', '凾', '叾', '子', '孑', '孒', '孓', '崡', '焏', '爳', '爳', '疗', '菡', '蜬', '辽', '釕', '钌')
175	自	⿱㇒目	GHTJKPV		6	20457704.03333333	144	('自', '劓', '咱', '嗅', '嘷', '嚊', '垍', '夒', '嬶', '息', '憩', '擤', '洎', '濞', '瘪', '癟', '皥', '翺', '臫', '臬')
176	𧾷	⿱口止	JV		7	2219018.7	142	('𧾷', '趴', '趵', '趵', '趶', '趷', '趹', '趺', '趻', '趼', '趼', '趽', '趾', '趿', '跀', '跁', '跂', '跃', '跄', '跅')
177	疒	⿰冫广	GHTJKP		5	1892403.2	141	('疒', '疓', '疔', '疕', '疖', '疗', '疘', '疙', '疚', '疛', '疜', '疝', '疞', '疟', '疠', '疡', '疢', '疣', '疤', '疥')
178	万	⿸丆𠃌	GHTJKPV		3	6291073.533333333	140	('万', '劢', '厉', '方', '杤', '栃', '疠', '虿', '趸', '迈', '䥿', '𠒐', '𠡔', '𡆭', '𡇏', '𡧊', '𣞌', '𣵑', '𤽩', '𥅐')
179	𠄌	𠄌	GHT		1	12103747.7	139	('𠄌', '丩', '以', '戉', '瓦', '艮', '长', '𠂈', '𠃏', '𠄍', '𠄑', '𠄓', '𠩐', '𣎹', '𤌮', '𥫧', '𦕁', '𦘳', '𨑃', '𨑄')
180	巾	⿻冂丨	GHTJKPV		3	9893497.866666667	139	('巾', '乕', '凧', '匝', '吊', '婦', '巿', '帀', '币', '市', '布', '帄', '帅', '帆', '帉', '帊', '帋', '帍', '帍', '帎')
181	龷	⿱卄一	GU		5	4653370.15	135	('龷', '乗', '共', '垂', '展', '散', '散', '昔', '構', '横', '畢', '畢', '蕐', '黄', '黄', '𠀖', '𠀗', '𠄫', '𠌮', '𠍳')
182	𰛅	⿰亅{24}	B		3	5880321.616666667	132	('𰛅', '水', '氺', '𣱱', '冰', '凼', '呇', '囦', '坔', '尿', '柡', '氶', '氷', '永', '永', '氹', '氼', '氽', '汆', '汖')
183	{110}	{110}	.	unencoded	2	6782359.8	132	('{110}', '𦉪', '𦉫', '𭁟', '夐', '奐', '敻', '烉', '箆', '螎', '讂', '鬲', '𠕢', '𠧿', '𠨆', '𠨈', '𠭠', '𡈌', '𡑕', '𡕱')
184	夂	夂	GHTJKP		3	12612673.4	131	('夂', '俢', '修', '倏', '倐', '儵', '冬', '冬', '処', '务', '各', '咎', '处', '处', '夅', '夅', '夆', '夆', '备', '夈')
185	龰	⿺人⺊	H		4	14132127.299999999	131	('龰', '偼', '偼', '媫', '媫', '従', '從', '歨', '疋', '疌', '緃', '緃', '走', '足', '踨', '辵', '㧿', '㨗', '㨗', '㱜')
186	方	⿱丶万	GHTJKPV		4	11589701.866666665	129	('方', '仿', '圀', '圀', '坊', '堃', '堃', '妨', '彷', '房', '房', '房', '放', '敖', '敖', '敫', '斺', '斻', '於', '於')
187	曰	曰	GHTJKPV		4	8586102.433333334	129	('曰', '勗', '复', '抇', '昌', '曶', '曷', '書', '曹', '替', '朁', '朂', '會', '汩', '沓', '猒', '香', '魯', '㫚', '𣊫')
188	彡	⿳㇒㇒㇒	GHTJKP		3	2818203.3	129	('彡', '丯', '俢', '修', '参', '尨', '尨', '形', '彣', '彤', '彥', '彦', '彨', '彩', '彪', '彫', '彬', '彭', '彮', '彯')
189	子	⿻了一	GHTJKPV		3	10347462.6	128	('子', '享', '仔', '吇', '囝', '好', '孔', '孕', '孖', '孖', '字', '存', '孙', '孚', '孛', '孜', '孝', '孞', '孟', '孠')
190	𠁤	⿻儿口	GT		5	3902781.7666666666	123	('𠁤', '西', '酉', '哂', '垔', '廼', '徆', '恓', '拪', '晒', '栖', '毢', '氥', '洒', '湮', '牺', '硒', '粞', '絤', '絤')
191	西	⿱一𠁤	GHTJKPV		6	3460231.3	123	('西', '哂', '垔', '廼', '徆', '恓', '拪', '晒', '栖', '毢', '氥', '洒', '湮', '牺', '硒', '粞', '絤', '絤', '舾', '茜')
192	天	⿱一大	GHTJKPV		4	10663908.549999999	119	('天', '关', '关', '吞', '吴', '奏', '奣', '忝', '忝', '昊', '昋', '沗', '沗', '沗', '渕', '癸', '眹', '矢', '祆', '祆')
193	𡿨	𡿨	GHT		1	9891829.649999999	119	('𡿨', '兆', '巛', '巛', '巛', '巜', '巜', '飞', '𠳜', '𠳜', '𡋏', '𡘁', '𢪢', '𥒩', '𥒩', '𥘍', '𨑝', '𩇨', '𩇨', '𩩷')
194	𰀄	⿷匚一	S		3	7863873.0	117	('𰀄', '仺', '虐', '黽', '𠁰', '𠁰', '𠃛', '𠗁', '𠝀', '𠰆', '𡗃', '𡗃', '𡢯', '𢑚', '𢕧', '𢰚', '𢼪', '𣀴', '𤰴', '𤱫')
195	七	⿻一㇄	T		2	3472411.3	116	('七', '乇', '切', '叱', '皂', '虍', '㐂', '㐂', '㐂', '㓒', '㭍', '㲺', '𠀣', '𠩔', '𠩔', '𠮈', '𠮟', '𡱕', '𢁎', '𢁎')
196	七	⿻一乚	GHJKPV		2	3472411.3	116	('七', '乇', '切', '叱', '皂', '虍', '㐂', '㐂', '㐂', '㓒', '㭍', '㲺', '𠀣', '𠩔', '𠩔', '𠮈', '𠮟', '𡱕', '𢁎', '𢁎')
197	比	⿰⿺乚一⿺乚㇒	V		4	2203306.3	116	('比', '仳', '吡', '坒', '妣', '嫓', '嫓', '屁', '庇', '批', '昆', '枇', '枈', '毕', '毖', '毗', '毘', '毙', '毞', '沘')
198	比	⿰匕匕	T		4	2203306.3	116	('比', '仳', '吡', '坒', '妣', '嫓', '嫓', '屁', '庇', '批', '昆', '枇', '枈', '毕', '毖', '毗', '毘', '毙', '毞', '沘')
199	比	⿰⿺乚一匕	GJKP		4	2203306.3	116	('比', '仳', '吡', '坒', '妣', '嫓', '嫓', '屁', '庇', '批', '昆', '枇', '枈', '毕', '毖', '毗', '毘', '毙', '毞', '沘')
200	比	⿰⿺乚一⿺乚一	H		4	2203306.3	116	('比', '仳', '吡', '坒', '妣', '嫓', '嫓', '屁', '庇', '批', '昆', '枇', '枈', '毕', '毖', '毗', '毘', '毙', '毞', '沘')
201	夊	夊	GHTJKP		3	9671584.466666667	115	('夊', '囱', '変', '変', '夋', '夋', '夌', '夌', '复', '复', '夎', '夏', '夑', '夒', '夒', '夒', '夒', '夓', '夓', '夓')
202	⺀	⺀	.		2	11752911.0	114	('⺀', '仒', '偂', '兪', '冬', '冭', '剪', '図', '図', '塍', '头', '媵', '寒', '尽', '尽', '幐', '廟', '揃', '斗', '於')
203	夫	⿻二人	GHTJKPV		4	4492642.9	114	('夫', '伕', '养', '呋', '失', '夹', '妋', '巬', '巭', '扶', '枎', '渓', '玞', '畉', '砆', '羮', '肤', '肤', '芙', '菐')
204	巳	巳	GHTJKPV		3	6499370.9	114	('巳', '僊', '凞', '刨', '包', '匏', '咆', '囘', '圯', '垉', '夒', '夒', '夒', '媐', '导', '巎', '巴', '巶', '巷', '巸')
205	犭	犭	GHTJK		3	3414013.6	113	('犭', '峱', '犯', '犰', '犱', '犱', '犱', '犲', '犳', '犴', '犵', '犷', '犸', '犹', '犺', '犻', '犼', '犽', '犾', '犿')
206	𧘇	𧘇	HV		4	5665465.199999999	113	('𧘇', '亵', '农', '哀', '嚢', '睘', '簔', '簔', '衣', '表', '衮', '衰', '衷', '衷', '衺', '袁', '袌', '袞', '袞', '袠')
207	耳	耳	GHTJKPV		6	7598009.6	113	('耳', '佴', '刵', '取', '叢', '咠', '咡', '埾', '娵', '弭', '恥', '挕', '掫', '摂', '敢', '敢', '敢', '斊', '最', '最')
208	{47}	{47}	.	unencoded	7	454664.8	113	('{47}', '嘄', '嬝', '島', '梟', '梟', '蟂', '裊', '裊', '鄡', '鳥', '鳬', '𠒎', '𠝷', '𣁓', '𤀴', '𥧈', '𨕙', '𨖂', '𪀋')
209	𦣻	⿱一自	GTV		7	10131211.6	112	('𦣻', '夏', '夒', '夒', '夓', '夓', '奡', '戛', '獿', '脜', '脜', '虁', '頁', '首', '𠀼', '𠆠', '𠑚', '𠗍', '𠚑', '𡇢')
210	𰀠	⿰丨{24}	B		3	3623660.7666666666	112	('𰀠', '乑', '旅', '旅', '瘝', '眾', '衤', '𠂢', '𠧹', '𠮺', '𥅀', '𥅀', '𥫪', '𨑝', '𨒢', '𱯔', '𱲻', '潨', '聚', '衆')
211	𦣻	⿱丆目	X		7	10131211.6	112	('𦣻', '夏', '夒', '夒', '夓', '夓', '奡', '戛', '獿', '脜', '脜', '虁', '頁', '首', '𠀼', '𠆠', '𠑚', '𠗍', '𠚑', '𡇢')
212	龴	⿱乛丶	GU		2	6732441.149999999	111	('龴', '予', '令', '令', '伶', '勇', '圅', '甬', '疑', '邻', '铃', '㱓', '𠈴', '𠋾', '𠚔', '𠚤', '𠝌', '𠝌', '𠢁', '𡇶')
213	弓	⿱{50}㇉	GHTJKPV		3	8785337.7	110	('弓', '夷', '宆', '弔', '引', '弖', '弗', '弘', '弙', '弛', '弜', '弜', '弝', '弞', '张', '弡', '弢', '弣', '弤', '弥')
214	臼	⿴{112}⿰一一	GHTJKPV		6	2537186.7	109	('臼', '兒', '叟', '叟', '嫂', '帠', '庾', '廋', '惥', '揷', '搜', '桕', '獀', '臽', '臽', '臾', '臿', '臿', '舀', '舀')
215	{112}	{112}	.	unencoded	4	634296.675	109	('{112}', '臼', '𤌵', '𤔘', '𦥓', '𦥢', '𦥫', '𦥾', '𦦊', '𦦓', '𦯵', '𧳱', '兒', '叟', '叟', '嫂', '帠', '庾', '廋', '惥')
216	⺌	⺌	.		3	7385349.449999999	108	('⺌', '光', '尚', '当', '当', '肖', '肖', '虩', '龸', '𠘽', '𠡱', '𠤝', '𠭓', '𡆓', '𡆓', '𡭙', '𡭶', '𢦢', '𣯰', '𤕋')
217	鳥	⿹{47}灬	GHTJKPV		11	632699.1000000001	108	('鳥', '嶋', '嶌', '樢', '殦', '瞗', '穒', '窵', '窵', '翵', '蔦', '鄥', '隝', '鳦', '鳦', '鳧', '鳨', '鳩', '鳪', '鳫')
218	廾	⿻一⿰丿丨	GHTJKPV		3	8208613.2	107	('廾', '卅', '升', '卉', '卌', '开', '弁', '异', '异', '异', '弄', '弅', '弆', '弇', '弈', '弉', '弊', '弊', '彝', '彞')
219	豆	⿱𠮛䒑	GHTJKPV		7	4174823.0999999996	107	('豆', '侸', '剅', '哣', '壴', '壹', '梪', '毭', '浢', '痘', '登', '短', '脰', '脰', '荳', '裋', '豇', '豈', '豉', '豊')
220	𢆉	⿱丷干	GTPV		5	3664847.875	106	('𢆉', '丵', '南', '圅', '幸', '辛', '㚔', '𠂷', '𠧲', '𡁑', '𡢥', '𡣊', '𡴖', '𡴖', '𢌓', '𢡤', '𣜒', '𣵃', '𣽐', '𤀉')
221	魚	⿳⺈田灬	GHTJKPV		11	646198.8	106	('魚', '漁', '穌', '魛', '魜', '魝', '魞', '魟', '魠', '魡', '魡', '魢', '魣', '魤', '魤', '魥', '魦', '魧', '魨', '魩')
222	习	⿹𠃌冫	G		3	2308353.0	104	('习', '扇', '扇', '羽', '羽', '翁', '翁', '翌', '翌', '習', '習', '翔', '翔', '翠', '翠', '翻', '翻', '翼', '翼', '𠁨')
223	羽	⿰习习	GH[M]TJV[U][B]		6	853594.7	103	('羽', '塌', '扇', '扇', '挧', '搨', '栩', '榻', '毣', '毾', '珝', '祤', '祤', '禤', '禤', '羾', '羿', '翀', '翁', '翂')
224	羽	⿰⿹𠃌𰀪⿹𠃌𰀪	[J]KP[V][S]		6	853594.7	103	('羽', '塌', '扇', '扇', '挧', '搨', '栩', '榻', '毣', '毾', '珝', '祤', '祤', '禤', '禤', '羾', '羿', '翀', '翁', '翂')
225	{51}	{51}	.	unencoded	6	2711131.2	103	('{51}', '馬', '𠙖', '𡭳', '𢴶', '𣚝', '𣻴', '𩡧', '𩡧', '𫠉', '𮕹', '𮕹', '𮙢', '𮩴', '𮩵', '𮩸', '傌', '嗎', '媽', '榪')
226	馬	⿹{51}灬	GHTJKPV		10	3614841.6	103	('馬', '傌', '嗎', '媽', '榪', '溤', '獁', '瑪', '碼', '禡', '禡', '篤', '罵', '螞', '褭', '遤', '鎷', '闖', '隲', '颿')
227	彳	⿱㇒亻	X		3	17419859.0	103	('彳', '屜', '屦', '屧', '屨', '幑', '彴', '彵', '彶', '彷', '彸', '役', '彺', '彻', '彼', '彽', '彾', '彿', '往', '征')
228	彳	⿱𰀪丨	GHTJKP		3	17419859.0	103	('彳', '屜', '屦', '屧', '屨', '幑', '彴', '彵', '彶', '彷', '彸', '役', '彺', '彻', '彼', '彽', '彾', '彿', '往', '征')
229	车	⿻⿻一𠃋十	GH		4	3205560.2	102	('车', '伡', '军', '厍', '库', '斩', '毂', '砗', '舆', '轧', '轨', '轩', '轪', '轫', '转', '轭', '轮', '软', '轰', '轱')
230	酉	⿱一⿴𠁤一	GHTJKPV		7	3191921.8	102	('酉', '唒', '庮', '梄', '槱', '歠', '綇', '莤', '蒏', '輏', '逎', '酊', '酋', '酋', '酌', '酌', '配', '酎', '酏', '酐')
231	酉	⿴西一	X		7	3191921.8	102	('酉', '唒', '庮', '梄', '槱', '歠', '綇', '莤', '蒏', '輏', '逎', '酊', '酋', '酋', '酌', '酌', '配', '酎', '酏', '酐')
232	頁	⿱𦣻八	X		9	5593565.7	101	('頁', '嚻', '囂', '夒', '夓', '崸', '幁', '暊', '湏', '潁', '瀕', '煩', '熲', '碩', '穎', '纇', '蝢', '頂', '頃', '頄')
233	頁	⿱丆貝	GHTJKP		9	5593565.7	101	('頁', '嚻', '囂', '夒', '夓', '崸', '幁', '暊', '湏', '潁', '瀕', '煩', '熲', '碩', '穎', '纇', '蝢', '頂', '頃', '頄')
234	門	⿰𠁣𠃛	GHTJKPV		8	5195516.0	100	('門', '們', '問', '悶', '捫', '椚', '焛', '聞', '菛', '誾', '躢', '鍆', '閁', '閂', '閃', '閄', '閅', '閆', '閇', '閈')
235	欠	⿱⿰㇒乛人	GHTJKPV		4	4253057.25	100	('欠', '吹', '坎', '弞', '忺', '扻', '杴', '次', '次', '欢', '欣', '欤', '欥', '欦', '欧', '欨', '欩', '欪', '欫', '欬')
236	𧰨	𧰨	.		6	3992611.7	100	('𧰨', '彖', '縁', '縁', '豕', '豙', '象', '象', '㽔', '䝦', '𠆟', '𡩚', '𡩚', '𢊔', '𢑡', '𢑪', '𢑳', '𢑳', '𢒧', '𢠟')
237	𠃛	⿰𰀄亅	G		4	2597758.0	100	('𠃛', '門', '𠝎', '𣗭', '𨳈', '們', '問', '悶', '捫', '椚', '焛', '聞', '菛', '誾', '躢', '鍆', '閁', '閂', '閃', '閄')
238	𠁣	⿰丨𫜹	G		4	2597758.0	100	('𠁣', '門', '𠝎', '𨳈', '𬻴', '𭭪', '𭯸', '𰀤', '𰆶', '𰓋', '𱮶', '們', '問', '悶', '捫', '椚', '焛', '聞', '菛', '誾')
239	𠘧	⿰丿㇅	GT		2	8559744.5	97	('𠘧', '朵', '殳', '沿', '船', '鉛', '铅', '㔯', '㫟', '䛇', '𠈡', '𠉘', '𠙲', '𠙲', '𢆆', '𢰑', '𤻢', '𥟺', '𥳨', '𦏂')
240	衤	⿱𪜊𰀠	GHJK		5	2212372.6500000004	97	('衤', '初', '补', '衦', '衧', '衩', '衪', '衫', '衬', '衭', '衯', '衱', '衲', '衲', '衳', '衴', '衵', '衶', '衸', '衹')
