33510	苦	8
22001	嗱	13
36786	農	13
23500	富	12
196641	𰀡	4
39321	香	9
39321	香	9
35758	议	5
26359	曷	9
26359	曷	9
39730	鬲	10
39730	鬲	10
20572	停	11
38911	響	20
38911	響	20
38911	響	20
38911	響	20
27169	模	14
28304	源	13
26446	李	7
20848	兰	5
24962	憂	15
39511	驗	23
29366	状	7
35527	談	15
25240	折	7
36816	运	7
26039	斷	18
23229	媽	13
23548	导	6
25214	找	7
32852	联	12
27577	殹	11
33775	華	10
21307	医	7
21307	医	7
21361	危	6
26494	松	8
37291	醫	18
34203	薛	16
20801	允	4
24213	底	8
36774	辦	16
40060	鱼	8
35430	試	13
24102	带	9
24102	带	9
20987	击	5
27704	永	5
27704	永	5
28310	準	13
35377	許	11
24231	座	10
26435	权	6
23609	尹	4
21248	匀	4
25490	排	11
21619	味	8
27794	沒	7
36229	超	12
26087	旧	5
21243	勻	4
27083	構	14
27083	構	14
23487	宿	11
20868	冄	4
20889	写	5
20889	写	5
35069	製	14
32102	給	12
32102	給	12
20127	亟	8
20127	亟	8
22495	域	11
20001	両	6
25480	授	11
20740	億	15
32048	細	11
32048	細	11
24907	態	14
26149	春	9
20037	久	3
24489	復	12
35041	裡	12
