element	sub_ids	regions	elm_type	stroke	freq	freq1
冧	('⿱冖林',)	('GH',)		10.0	0.0	0.0
凊	('⿰冫青', '⿰冫靑')	('GHT', 'JKP')		10.0	97.6	0.0
凋	('⿰冫周',)	('GHTJKP',)		10.0	942.0	0.0
凌	('⿰冫夌',)	('GHTJKPV',)		10.0	33966.2	0.0
凍	('⿰冫東',)	('GHTJKPV',)		10.0	11889.8	0.0
剔	('⿰易刂',)	('GHTJKP',)		10.0	1617.6	0.0
剖	('⿰咅刂',)	('GHTJKPV',)		10.0	3775.5	0.0
剗	('⿰戔刂',)	('GHTJKP',)		10.0	125.5	0.0
剛	('⿰岡刂',)	('GHTJKPV',)		10.0	85640.3	0.0
剝	('⿰彔刂',)	('GHTJKPV',)		10.0	5217.5	0.0
剥	('⿰录刂',)	('GTJK',)		10.0	5301.2	0.0
卨	('⿱⺊咼',)	('GTKP',)		10.0	0.0	0.0
卿	('⿰𠂎即', '⿰𠂎⿰{74}卩')	('GHTV', 'JKP')		10.0	52417.0	0.0
厝	('⿸厂昔',)	('GHTJKPV',)		10.0	422.6	0.0
厞	('⿸厂非',)	('GHTKP',)		10.0	69.7	0.0
叞	('⿰𫵖又',)	('GTJK',)		10.0	13.9	0.0
哠	('⿰口告', '⿰口吿')	('GTKV', 'HJ')		10.0	0.0	0.0
哢	('⿰口弄',)	('GHTJKPV',)		10.0	0.0	0.0
哨	('⿰口肖',)	('GHTJKPV',)		10.0	3040.6	0.0
哩	('⿰口里',)	('GHTJKV',)		10.0	13628.0	0.0
哭	('⿱吅犬',)	('GHTJKPV',)		10.0	33055.5	0.0
哲	('⿱折口',)	('GHTJKPV',)		10.0	7973.5	0.0
哺	('⿰口甫',)	('GHTJKPV',)		10.0	1376.7	0.0
哿	('⿱加可',)	('GHTJKPV',)		10.0	114.5	0.0
唄	('⿰口貝',)	('GHTJKP',)		10.0	504.1	0.0
唆	('⿰口夋',)	('GHTJKPV',)		10.0	408.9	0.0
唇	('⿸辰口', '⿱辰口')	('GPV', 'HTJK')		10.0	16245.0	0.0
圃	('⿴囗甫',)	('GHTJKPV',)		10.0	2463.3	0.0
圄	('⿴囗吾',)	('GHTJKP',)		10.0	1066.3	0.0
圆	('⿴囗员',)	('G',)		10.0	18255.1	0.0
垷	('⿰土見',)	('GT',)		10.0	13.9	0.0
埀	('⿱𫡙一',)	('GTJP',)		10.0	0.0	0.0
埃	('⿰土矣',)	('GHTJKPV',)		10.0	4631.4	0.0
埋	('⿰土里',)	('GHTJKPV',)		10.0	144775.4	0.0
埐	('⿰土𠬶',)	('GHTK',)		10.0	13.9	0.0
埔	('⿰土甫',)	('GHTJK',)		10.0	905.6	0.0
套	('⿱大镸',)	('GHTJKPV',)		10.0	29377.3	0.0
姬	('⿰女𦣞', '⿰女𦣝')	('GHTP', 'K')		10.0	23936.6	0.0
娏	('⿰女尨',)	('GHT',)		10.0	0.0	0.0
娑	('⿱沙女',)	('GHTJKP',)		10.0	475.6	0.0
娕	('⿰女束',)	('GHT',)		10.0	13.9	0.0
娘	('⿰女良',)	('GHTJKPV',)		10.0	46940.4	0.0
娠	('⿰女辰',)	('GHTJKP',)		10.0	602.1	0.0
娣	('⿰女弟',)	('GHTJKP',)		10.0	1464.2	0.0
娥	('⿰女我',)	('GHTJKPV',)		10.0	2923.5	0.0
娧	('⿰女兑', '⿰女兌')	('GH', 'TJKP')		10.0	13.9	0.0
娩	('⿰女免', '⿰女⿱⺈⿸⿻口丿乚')	('GHTKP', 'J')		10.0	134.2	0.0
娳	('⿰女利',)	('GHT',)		10.0	0.0	0.0
孭	('⿰子貝',)	('GH',)		10.0	683.4	0.0
宭	('⿱宀君',)	('GHTJKP',)		10.0	13.9	0.0
宮	('⿱宀呂',)	('GHTJKP',)		10.0	91379.9	0.0
宴	('⿱宀妟',)	('GHTJKPV',)		10.0	7162.3	0.0
宵	('⿱宀肖',)	('GHTJKP',)		10.0	3953.2	0.0
宷	('⿱宀釆',)	('GHTJK',)		10.0	55.8	0.0
宸	('⿱宀辰',)	('GHTJKP',)		10.0	692.6	0.0
宻	('⿳宀⿻又丷山',)	('GTP',)		10.0	0.0	0.0
宼	('⿱宀⿺元女',)	('GTJKPV',)		10.0	0.0	0.0
屐	('⿸尸𫹍',)	('GHTJKP',)		10.0	351.5	0.0
屓	('⿸尸貝',)	('GHTJKP',)		10.0	41.8	0.0
峩	('⿱山我',)	('GHTJKP',)		10.0	27.9	0.0
峭	('⿰山肖',)	('GHTJKP',)		10.0	1296.1	0.0
峯	('⿱山夆',)	('GHTJKP',)		10.0	55.8	0.0
峰	('⿰山夆',)	('GHTJKP',)		10.0	22625.1	0.0
峲	('⿱山利',)	('GTJ',)		10.0	0.0	0.0
峳	('⿱山攸',)	('GT',)		10.0	27.9	0.0
峷	('⿱山辛',)	('GHT',)		10.0	13.9	0.0
峻	('⿰山夋',)	('GHTJKP',)		10.0	8121.8	0.0
帬	('⿱君巾',)	('GTKP',)		10.0	111.6	0.0
座	('⿸广坐',)	('GHTJKPV',)		10.0	26042.5	0.0
庯	('⿸广甫',)	('GTP',)		10.0	0.0	0.0
彧	('⿻或\U0003002a',)	('GHTJKP',)		10.0	1032.3	0.0
徐	('⿰彳余',)	('GHTJKPV',)		10.0	38772.9	0.0
徒	('⿰彳走',)	('GHTJKPV',)		10.0	60355.4	0.0
恁	('⿱任心',)	('GHTJKPV',)		10.0	315.1	0.0
恋	('⿱\U0003005c心', '⿱亦心')	('GPV', 'TJK')		10.0	15070.1	0.0
恐	('⿱巩心',)	('GHTJKPV',)		10.0	76561.1	0.0
恕	('⿱如心',)	('GHTJKPV',)		10.0	4379.4	0.0
恖	('⿱囟心',)	('GTJP',)		10.0	0.0	0.0
恙	('⿱𦍌心',)	('GHTJKP',)		10.0	1713.8	0.0
恥	('⿰耳心',)	('GHTJKPV',)		10.0	18656.7	0.0
恧	('⿱而心',)	('GHTJKPV',)		10.0	228.6	0.0
恭	('⿱共⺗',)	('GHTJKPV',)		10.0	27691.9	0.0
恳	('⿱艮心',)	('GTKP',)		10.0	2950.6	0.0
恵	('⿱𤰔心',)	('GHTJP',)		10.0	0.0	0.0
恶	('⿱亚心',)	('G',)		10.0	107589.2	0.0
悁	('⿰忄肙',)	('GHTJKPV',)		10.0	585.7	0.0
悅	('⿰忄兌',)	('GHTKPV',)		10.0	16406.8	0.0
悍	('⿰忄旱',)	('GHTJKPV',)		10.0	5695.5	0.0
悎	('⿰忄告', '⿰忄吿')	('GTK', 'HJ')		10.0	0.0	0.0
悔	('⿰忄每', '⿰忄毎')	('GHTKPV', 'J')		10.0	20507.9	0.0
悖	('⿰忄孛',)	('GHTJKPV',)		10.0	5010.6	0.0
悟	('⿰忄吾',)	('GHTJKPV',)		10.0	12041.9	0.0
悦	('⿰忄兑',)	('GHMTJ',)		10.0	16406.8	0.0
扄	('⿸户向', '⿸戶向')	('G', 'JK')		10.0	0.0	0.0
扅	('⿸户多', '⿸戶多')	('GP', 'MTK')		10.0	0.0	0.0
扆	('⿸户衣', '⿸戶衣')	('GHP', 'TJK')		10.0	281.3	0.0
拳	('⿱龹手', '⿱𠔉手')	('GHTJ', 'KPV')		10.0	27721.6	0.0
挙	('⿱兴手',)	('GTJKP',)		10.0	0.0	0.0
挛	('⿱\U0003005c手', '⿱亦手')	('G[B]', 'T')		10.0	1456.3	0.0
挨	('⿰扌矣',)	('GHTJKP',)		10.0	9670.6	0.0
振	('⿰扌辰',)	('GHTJKPV',)		10.0	21889.6	0.0
挹	('⿰扌邑',)	('GHTJKPV',)		10.0	778.7	0.0
挼	('⿰扌妥',)	('GHTJKP',)		10.0	41.8	0.0
挾	('⿰扌夾',)	('GHTJKPV',)		10.0	7595.2	0.0
捃	('⿰扌君',)	('GHTJKPV',)		10.0	142.7	0.0
捉	('⿰扌足',)	('GHTJKPV',)		10.0	39230.5	0.0
捔	('⿰扌角',)	('GHTJKP',)		10.0	27.9	0.0
捚	('⿰扌里',)	('GHTKP',)		10.0	0.0	0.0
敉	('⿰米攵',)	('GHTJKP',)		10.0	107.6	0.0
斊	('⿱文耳',)	('GTJ',)		10.0	0.0	0.0
斋	('⿱文而',)	('GHTP',)		10.0	4577.8	0.0
料	('⿰米斗',)	('GHTJKPV',)		10.0	35402.0	0.0
旂	('⿰方⿱𠂉斤', '⿸𭤨斤')	('GHTJKP', 'X')		10.0	1283.1	0.0
旃	('⿰方⿱𠂉丹', '⿸𭤨丹')	('GHTJKP', 'X')		10.0	1983.0	0.0
旄	('⿰方⿱𠂉毛', '⿸𭤨毛')	('GHTJKPV', 'X')		10.0	2619.0	0.0
晁	('⿱日兆',)	('GHTJKP',)		10.0	1728.6	0.0
晌	('⿰日向',)	('GHTJKP',)		10.0	3193.4	0.0
晒	('⿰日西',)	('GHTJKP',)		10.0	70260.0	0.0
晟	('⿱日成',)	('GHTJKP',)		10.0	730.9	0.0
曺	('⿱𤰔日', '⿱亩日')	('GJKP', 'MT')		10.0	0.0	0.0
曻	('⿱日舛',)	('GJ',)		10.0	0.0	0.0
朕	('⿰月关',)	('GHTJKPV',)		10.0	22394.6	0.0
朗	('⿰{17}月', '⿰良月')	('GHTJV[U]', 'KP')		10.0	18160.5	0.0
枽	('⿱卋木',)	('GTJ',)		10.0	0.0	0.0
柴	('⿱此木',)	('GHTJKPV',)		10.0	8926.7	0.0
栖	('⿰木西',)	('GHTJKPV',)		10.0	3711.9	0.0
栝	('⿰木舌',)	('GHTJKP',)		10.0	508.3	0.0
栞	('⿱幵木', '⿱⿰干干木')	('GHTP', 'JK')		10.0	0.0	0.0
校	('⿰木交',)	('GHTJKPV',)		10.0	90359.2	0.0
栢	('⿰木百',)	('GHTJKPV',)		10.0	161.7	0.0
栱	('⿰木共',)	('GHTJKP',)		10.0	37.5	0.0
样	('⿰木羊',)	('GHT',)		10.0	350282.8	0.0
核	('⿰木亥',)	('GHTJKPV',)		10.0	9042.2	0.0
根	('⿰木艮',)	('GHTJKPV',)		10.0	76435.8	0.0
格	('⿰木各',)	('GHTJKPV',)		10.0	55443.0	0.0
栽	('⿹𢦏木',)	('GHTJKPV',)		10.0	2022.1	0.0
桂	('⿰木圭',)	('GHTJKPV',)		10.0	10375.1	0.0
桃	('⿰木兆',)	('GHTJKPV',)		10.0	11314.4	0.0
框	('⿰木匡',)	('GHTJKP',)		10.0	2473.2	0.0
案	('⿱安木',)	('GHTJKPV',)		10.0	36233.7	0.0
桌	('⿱⺊杲',)	('GHTJKP',)		10.0	13912.4	0.0
桍	('⿰木夸',)	('GHTJKP',)		10.0	0.0	0.0
桎	('⿰木至',)	('GHTJKPV',)		10.0	1120.0	0.0
桐	('⿰木同',)	('GHTJKPV',)		10.0	5876.6	0.0
桓	('⿰木亘',)	('GHTJKPV',)		10.0	45627.3	0.0
桝	('⿰木舛',)	('GHJK',)		10.0	0.0	0.0
桧	('⿰木会',)	('GJ',)		10.0	358.5	0.0
梃	('⿰木廷',)	('GHTJKP',)		10.0	237.9	0.0
欬	('⿰亥欠',)	('GHTJKP',)		10.0	2928.7	0.0
欯	('⿰吉欠',)	('GHTJKP',)		10.0	13.9	0.0
欱	('⿰合欠',)	('GHTKP',)		10.0	41.8	0.0
歬	('⿱止舟',)	('GTJKP',)		10.0	41.8	0.0
殊	('⿰歹朱',)	('GHTJKPV',)		10.0	17776.2	0.0
毣	('⿱羽毛',)	('GHTJKP',)		10.0	41.8	0.0
毦	('⿰耳毛',)	('GHTJKP',)		10.0	69.7	0.0
洍	('⿰氵𦣞', '⿰氵𦣝')	('GHT[B]', 'KP')		10.0	27.9	0.0
浆	('⿱⿰丬夕水',)	('G',)		10.0	4022.6	0.0
浗	('⿰氵求',)	('GHTJV',)		10.0	0.0	0.0
浛	('⿰氵含',)	('GHTJKP',)		10.0	0.0	0.0
浡	('⿰氵孛',)	('GHTJKPV',)		10.0	98.1	0.0
浧	('⿰氵呈',)	('GHTJKPV',)		10.0	55.8	0.0
浩	('⿰氵告', '⿰氵吿')	('GTJKPV', 'H')		10.0	24530.3	0.0
浪	('⿰氵良',)	('GHTJKPV',)		10.0	22677.8	0.0
浮	('⿰氵孚',)	('GHTJKPV',)		10.0	27498.8	0.0
浰	('⿰氵利',)	('GHTJKPV',)		10.0	27.9	0.0
浱	('⿰氵辰',)	('GHT',)		10.0	0.0	0.0
浹	('⿰氵夾',)	('GHTJKP',)		10.0	868.8	0.0
浼	('⿰氵免', '⿰氵⿱⺈⿸⿻口丿乚')	('GHTKP', 'J')		10.0	245.3	0.0
浽	('⿰氵妥',)	('GHTKPV',)		10.0	0.0	0.0
浿	('⿰氵貝',)	('GHTKP',)		10.0	265.0	0.0
涄	('⿰氵甹',)	('GHTK',)		10.0	0.0	0.0
消	('⿰氵肖',)	('GHTJKPV',)		10.0	61770.4	0.0
涉	('⿰氵步',)	('GHTJKPV',)		10.0	15809.3	0.0
涑	('⿰氵束',)	('GHTJKP',)		10.0	93.8	0.0
涓	('⿰氵肙',)	('GHTJKPV',)		10.0	2164.5	0.0
涕	('⿰氵弟',)	('GHTJKP',)		10.0	8355.7	0.0
烈	('⿱列灬',)	('GHTJKPV',)		10.0	33747.1	0.0
烋	('⿱休灬',)	('GHTJKP',)		10.0	13.9	0.0
烓	('⿰火圭',)	('GHTJKP',)		10.0	69.7	0.0
烘	('⿰火共',)	('GHTJKPV',)		10.0	803.4	0.0
烜	('⿰火亘',)	('GHTJKP',)		10.0	84.3	0.0
烟	('⿰火因',)	('GHTJKP',)		10.0	27581.2	0.0
烦	('⿰火页',)	('G',)		10.0	43709.9	0.0
牂	('⿰爿羊',)	('GHTJKP',)		10.0	1394.6	0.0
牷	('⿰牜全',)	('GHTJKP',)		10.0	251.0	0.0
特	('⿰牜寺',)	('GHTJKPV',)		10.0	92340.1	0.0
狶	('⿰犭希',)	('GHTKP',)		10.0	181.3	0.0
狸	('⿰犭里',)	('GHTJKPV',)		10.0	5425.4	0.0
狹	('⿰犭夾',)	('GHTJKPV',)		10.0	4795.6	0.0
狺	('⿰犭言',)	('GHTJKPV',)		10.0	67.3	0.0
狼	('⿰犭良',)	('GHTJKPV',)		10.0	23968.2	0.0
珞	('⿰𤣩各',)	('GHTJKP',)		10.0	243.3	0.0
珠	('⿰𤣩朱',)	('GHTJKPV',)		10.0	25269.5	0.0
珡	('⿱⿰王王𠆢', '⿱玨人')	('G', 'HTJK')		10.0	97.6	0.0
珤	('⿰𤣩缶',)	('GHTKP',)		10.0	0.0	0.0
珦	('⿰𤣩向',)	('GHTJKP',)		10.0	13.9	0.0
珧	('⿰𤣩兆',)	('GHTJKP',)		10.0	121.9	0.0
班	('⿲𤣩⿰丶丿王', '⿲𤣩{49}王')	('GHTKP', 'JV')		10.0	91611.6	0.0
瓶	('⿰并瓦',)	('GHTJKPV',)		10.0	6822.3	0.0
甡	('⿰生生',)	('GHTJKP',)		10.0	87.9	0.0
畔	('⿰田半',)	('GHTJKP',)		10.0	8775.6	0.0
畕	('⿱田田',)	('GHTP',)		10.0	69.7	0.0
畗	('⿳亠口田',)	('GTJKP',)		10.0	83.7	0.0
畝	('⿰亩久',)	('GHTJKPV',)		10.0	7808.2	0.0
畠	('⿱白田',)	('GHJK',)		10.0	1.0	0.0
疳	('⿸疒甘',)	('GHTJKPV',)		10.0	16.2	0.0
病	('⿸疒丙',)	('GHTJKPV',)		10.0	110119.3	0.0
盌	('⿱夗皿',)	('GHTJKPV',)		10.0	41.8	0.0
盏	('⿱戋皿', '⿱㦮皿')	('G', 'P')		10.0	2446.8	0.0
盐	('⿱圤皿',)	('G',)		10.0	9230.1	0.0
眗	('⿰目句',)	('GTJKP',)		10.0	0.0	0.0
眘	('⿱𡗜目',)	('GTP',)		10.0	27.9	0.0
眚	('⿱生目',)	('GHTJKP',)		10.0	1764.5	0.0
眛	('⿰目未',)	('GHTJKPV',)		10.0	669.4	0.0
眜	('⿰目末',)	('GTJPV',)		10.0	13.9	0.0
眠	('⿰目民',)	('GHTJKPV',)		10.0	6032.7	0.0
眣	('⿰目失',)	('GHTKPV',)		10.0	41.8	0.0
眧	('⿰目召',)	('GHTKP',)		10.0	0.0	0.0
砧	('⿰石占',)	('GHTJKPV',)		10.0	263.8	0.0
砰	('⿰石平',)	('GHTJKP',)		10.0	10138.5	0.0
破	('⿰石皮',)	('GHTJKPV',)		10.0	86722.1	0.0
祥	('⿰礻羊', '⿰示羊')	('GHTJ', 'KP')		10.0	17637.7	0.0
秘	('⿰禾必',)	('GHTJKPV',)		10.0	27249.2	0.0
秤	('⿰禾平',)	('GHTJKPV',)		10.0	417.8	0.0
秥	('⿰禾占',)	('GTJKPV',)		10.0	0.0	0.0
秧	('⿰禾央',)	('GHTJKPV',)		10.0	190.6	0.0
秩	('⿰禾失',)	('GHTJKPV',)		10.0	8792.1	0.0
秫	('⿰禾术', '⿰禾朮')	('G', 'HTJKP')		10.0	296.6	0.0
秮	('⿰禾台',)	('GHTK',)		10.0	13.9	0.0
积	('⿰禾只',)	('G',)		10.0	42316.8	0.0
称	('⿰禾尔', '⿰禾尓')	('GTKPV', 'J')		10.0	86702.6	0.0
窅	('⿱穴目', '⿱⿱宀儿目')	('G', 'HTJKP')		10.0	251.4	0.0
窇	('⿱穴包', '⿱⿱宀儿包')	('G', 'HTKP')		10.0	0.0	0.0
窋	('⿱穴出', '⿱⿱宀儿出')	('G', 'HTJKP')		10.0	543.9	0.0
站	('⿰立占',)	('GHTJKPV',)		10.0	48810.8	0.0
竛	('⿰立令',)	('GHTJKP',)		10.0	0.0	0.0
竝	('⿰立立',)	('GHTJKP',)		10.0	432.3	0.0
笄	('⿱𥫗开',)	('GHTJKPV',)		10.0	1340.4	0.0
笋	('⿱𥫗尹',)	('GHTJKP',)		10.0	803.4	0.0
笍	('⿱𥫗内', '⿱𥫗內')	('G', 'TP')		10.0	13.9	0.0
笏	('⿱𥫗勿',)	('GHTJKP',)		10.0	672.7	0.0
笑	('⿱𥫗夭',)	('GHTJKPV',)		10.0	309582.9	0.0
笒	('⿱𥫗今',)	('GHTJKP',)		10.0	41.8	0.0
粆	('⿰米少',)	('GHTJKPU',)		10.0	0.0	0.0
粉	('⿰米分',)	('GHTJKPV',)		10.0	14884.1	0.0
粍	('⿰米毛',)	('GHTJK',)		10.0	0.0	0.0
紊	('⿱文糸',)	('GHTJKP',)		10.0	677.2	0.0
紋	('⿰糹文', '⿰糸文')	('GHTV', 'JKP')		10.0	5877.6	0.0
納	('⿰糹内', '⿰糹內', '⿰糸内', '⿰糸內')	('GV', 'HT', 'J', 'KP')		10.0	26202.0	0.0
紏	('⿰糹斗', '⿰糸斗')	('GHT', 'JKP')		10.0	181.3	0.0
紐	('⿰糹丑', '⿰糸丑')	('GHTV', 'JKP')		10.0	2717.1	0.0
紗	('⿰糹少', '⿰糸少')	('GHTV', 'JKP')		10.0	3625.0	0.0
紙	('⿰糹氏', '⿰糸氏')	('GHTV', 'JKP')		10.0	25452.6	0.0
紝	('⿰糹壬', '⿰糸壬')	('GHT', 'JKP')		10.0	381.1	0.0
紦	('⿰糹巴', '⿰糸巴')	('G', 'J')		10.0	0.0	0.0
绢	('⿰纟肙',)	('G',)		10.0	1797.3	0.0
缼	('⿰缶欠',)	('GTJ',)		10.0	0.0	0.0
罡	('⿱罒正',)	('GHTJKP',)		10.0	1921.5	0.0
羘	('⿰月羊', '⿰⺼羊')	('GKP', 'T')		10.0	0.0	0.0
羙	('⿱𦍌火',)	('GMT',)		10.0	0.0	0.0
翅	('⿺支羽',)	('GHTJKP',)		10.0	3685.1	0.0
耄	('⿱老毛',)	('GHTJKP',)		10.0	711.9	0.0
耊	('⿱耂至',)	('GTJKP',)		10.0	27.9	0.0
耕	('⿰耒井', '⿰⿻一未井')	('GHTKPV', 'J')		10.0	14264.0	0.0
耗	('⿰耒毛', '⿰⿻一未毛')	('GHTKPV', 'J')		10.0	8374.4	0.0
耘	('⿰耒云',)	('GHTJKP',)		10.0	875.5	0.0
耸	('⿱从耳',)	('GTK',)		10.0	4537.5	0.0
耻	('⿰耳止',)	('GHTJKP',)		10.0	18670.7	0.0
耼	('⿰耳冄',)	('GHTJKP',)		10.0	41.8	0.0
耽	('⿰耳冘',)	('GHTJKPV',)		10.0	3482.2	0.0
聀	('⿰耳戈',)	('GTJKPV',)		10.0	0.0	0.0
聁	('⿰耳分',)	('GT',)		10.0	0.0	0.0
肁	('⿸户聿', '⿸戶聿')	('G', 'TJK')		10.0	13.9	0.0
胷	('⿱匈⺝', '⿱匈⺼')	('GKP', 'T')		10.0	55.8	0.0
胸	('⿰月匈', '⿰⺼匈')	('GJKPV', 'HT')		10.0	33195.1	0.0
脂	('⿰月旨', '⿰⺼旨')	('GJKP', 'HT')		10.0	3638.4	0.0
脆	('⿰月危', '⿰⺼危')	('GJKP', 'HT')		10.0	9608.2	0.0
脋	('⿱刕⺝', '⿱刕月')	('GP', 'J')		10.0	0.5	0.0
航	('⿰舟亢',)	('GHTJKPV',)		10.0	7380.2	0.0
荳	('⿱艹豆',)	('GHTJKPV',)		10.0	838.8	0.0
荸	('⿱艹孛',)	('GHTJKPV',)		10.0	7.2	0.0
荽	('⿱艹妥',)	('GHTJKP',)		10.0	73.6	0.0
荾	('⿱艹夋',)	('GHTKP',)		10.0	13.9	0.0
莀	('⿱艹辰',)	('GTJKP',)		10.0	0.0	0.0
莁	('⿱艹巫',)	('GHTKP',)		10.0	13.9	0.0
莆	('⿱艹甫',)	('GHTJKPV',)		10.0	151.2	0.0
莉	('⿱艹利',)	('GHTJKP',)		10.0	7151.2	0.0
莊	('⿱艹壯',)	('GHTJKPV',)		10.0	36846.7	0.0
莎	('⿱艹沙',)	('GHTJKP',)		10.0	4791.2	0.0
莑	('⿱艹夆',)	('GHTP',)		10.0	0.0	0.0
莖	('⿱艹巠',)	('GHTJKPV',)		10.0	4019.6	0.0
莗	('⿱艹車',)	('GHTK',)		10.0	0.0	0.0
莘	('⿱艹辛',)	('GHTJKPV',)		10.0	842.9	0.0
莙	('⿱艹君',)	('GHTJKP',)		10.0	84.3	0.0
莝	('⿱艹坐',)	('GHTJKP',)		10.0	125.5	0.0
莞	('⿱艹完',)	('GHTJKP',)		10.0	1432.8	0.0
莟	('⿱艹含',)	('GMTJKP',)		10.0	0.0	0.0
莢	('⿱艹夾',)	('GHTJKP',)		10.0	1482.0	0.0
莤	('⿱艹酉',)	('GHTKPV',)		10.0	83.7	0.0
莧	('⿱艹見',)	('GHTJKP',)		10.0	166.8	0.0
莨	('⿱艹良',)	('GHTJKP',)		10.0	74.6	0.0
莩	('⿱艹孚',)	('GHTJKPV',)		10.0	189.3	0.0
莪	('⿱艹我',)	('GHTJKPV',)		10.0	373.4	0.0
莭	('⿱艹即', '⿱艹卽')	('GT', 'J')		10.0	0.0	0.0
蚊	('⿰虫文',)	('GHTJKP',)		10.0	11068.0	0.0
蚔	('⿰虫氏',)	('GHTK',)		10.0	69.7	0.0
蚕	('⿱天虫',)	('GHTJKPV',)		10.0	4584.8	0.0
衾	('⿱今衣',)	('GHTJKPV',)		10.0	1389.7	0.0
袅	('⿱{53}衣',)	('G',)		10.0	853.1	0.0
袍	('⿰衤包', '⿰衤⿹勹巳')	('GHTKPV', 'J')		10.0	10614.2	0.0
袪	('⿰衤去',)	('GHTJKPV',)		10.0	601.0	0.0
被	('⿰衤皮',)	('GHTJKPV',)		10.0	210621.2	0.0
訖	('⿰訁乞',)	('GHTJKPV',)		10.0	2462.3	0.0
記	('⿰訁己',)	('GHTJKPV',)		10.0	129736.9	0.0
读	('⿰讠卖',)	('G',)		10.0	49390.9	0.0
谈	('⿰讠炎',)	('G',)		10.0	30128.6	0.0
豹	('⿰豸勺', '⿰豸⿹勹一')	('GHTKPV', 'J')		10.0	11955.9	0.0
豺	('⿰豸才',)	('GHTJKPV',)		10.0	1905.5	0.0
財	('⿰貝才',)	('GHTJKPV',)		10.0	41975.2	0.0
貣	('⿱弋貝',)	('GHTKP',)		10.0	237.1	0.0
贼	('⿰贝戎',)	('G',)		10.0	45849.8	0.0
起	('⿺走己', '⿺走巳')	('GJKPV', 'HT')		10.0	455675.3	0.0
軏	('⿰車兀',)	('GHTJKPV',)		10.0	98.4	0.0
軓	('⿰車凡',)	('GHTKP',)		10.0	98.4	0.0
载	('⿹𢦏车',)	('G',)		10.0	32994.7	0.0
辂	('⿰车各',)	('G',)		10.0	1310.4	0.0
逋	('⿺辶甫',)	('GHTJKPV',)		10.0	1291.7	0.0
逌	('⿺辶卣',)	('GHTJKP',)		10.0	237.1	0.0
透	('⿺辶秀',)	('GHTJKPV',)		10.0	22081.1	0.0
逑	('⿺辶求',)	('GHTJKP',)		10.0	197.6	0.0
途	('⿺辶余',)	('GHTJKPV',)		10.0	16017.6	0.0
這	('⿺辶言',)	('GHTJKPV',)		10.0	822588.4	0.0
逛	('⿺辶狂',)	('GHTJKP',)		10.0	2157.3	0.0
逝	('⿺辶折',)	('GHTJKP',)		10.0	6156.0	0.0
郰	('⿰取阝', '⿰⿸耳又阝')	('GHTKP', 'J')		10.0	69.7	0.0
郵	('⿰垂阝',)	('GHTJKPV',)		10.0	6197.1	0.0
郸	('⿰单阝',)	('G',)		10.0	6134.3	0.0
酒	('⿰氵酉',)	('GHTJKPV',)		10.0	93233.9	0.0
釗	('⿰釒刂',)	('GHTJKP',)		10.0	696.4	0.0
釘	('⿰釒丁',)	('GHTJKPV',)		10.0	3895.1	0.0
釛	('⿰釒力',)	('GTJK',)		10.0	0.0	0.0
針	('⿰釒十',)	('GHTJKPV',)		10.0	11136.5	0.0
釡	('⿱八金',)	('GJ',)		10.0	0.0	0.0
铍	('⿰钅皮',)	('G',)		10.0	443.6	0.0
閃	('⿵門人',)	('GHTJKP',)		10.0	35421.6	0.0
閅	('⿵門丁',)	('GHT',)		10.0	0.0	0.0
陪	('⿰阝咅',)	('GHTJKPV',)		10.0	33888.6	0.0
陮	('⿰阝隹',)	('GTJKP',)		10.0	41.8	0.0
陵	('⿰阝夌',)	('GHTJKPV',)		10.0	64249.5	0.0
陶	('⿰阝匋',)	('GHTJKPV',)		10.0	17537.1	0.0
陷	('⿰阝臽',)	('GHTJKPV',)		10.0	21001.9	0.0
陸	('⿰阝坴',)	('GHTJKPV',)		10.0	37920.8	0.0
顼	('⿰𤣩页',)	('G',)		10.0	3350.6	0.0
顽	('⿰元页',)	('G',)		10.0	3848.3	0.0
顿	('⿰屯页',)	('G',)		10.0	40794.9	0.0
飢	('⿰飠几', '⿰𩙿几')	('GHTJPV', 'K')		10.0	12142.7	0.0
飤	('⿰飠人', '⿰𩙿人')	('GTP', 'K')		10.0	55.8	0.0
鿄	('⿱㲽木',)	('TJ',)		10.0	0.0	0.0
𠂹	('⿻⿱㇒丨𠈌',)	('GTP',)		10.0	0.0	0.0
𠂺	('⿱囟廿',)	('GT',)		10.0	0.0	0.0
𠂽	('⿳甶一{25}',)	('GT',)		10.0	0.0	0.0
𠅖	('⿳亠吕十',)	('GT',)		10.0	0.0	0.0
𠅘	('⿱⿳亠{67}冖丁',)	('GTP',)		10.0	0.0	0.0
𠅜	('⿱亠例',)	('V',)		10.0	0.0	0.0
𠅝	('⿱{87}子',)	('T',)		10.0	0.0	0.0
𠊅	('⿰亻⿱攵火', '⿰亻⿱夂火')	('T', 'Z')		10.0	0.0	0.0
𠊋	('⿳𠆢䒑{46}', '⿳𠆢䒑电')	('G', 'T')		10.0	0.0	0.0
𠒖	('⿱𠦄元',)	('GT',)		10.0	0.0	0.0
𠓭	('⿱入林',)	('GT',)		10.0	0.0	0.0
𠖏	('⿱冖奇',)	('T',)		10.0	0.0	0.0
𠖐	('⿱冖⿱口田',)	('T',)		10.0	0.0	0.0
𠙖	('⿱⿰冫{51}几',)	('GH',)		10.0	0.0	0.0
