element	sub_ids	regions	elm_type	stroke	freq	freq1
𢂋	('⿱亠吊',)	('GT',)		8.0	0.0	0.0
𢆎	('⿱𡗜干',)	('GT',)		8.0	0.0	0.0
𢆻	('⿱𢆶几',)	('GTP',)		8.0	0.0	0.0
𢇳	('⿸广皮',)	('GT',)		8.0	0.0	0.0
𢇻	('⿸广矢',)	('GT',)		8.0	0.0	0.0
𢍀	('⿱㠯廾',)	('G',)		8.0	0.0	0.0
𢍁	('⿱由廾',)	('GTP',)		8.0	0.0	0.0
𢏈	('⿰弓㠯', '⿰弓⿰丨⿱{50}{50}')	('G', 'T')		8.0	0.0	0.0
𢏏	('⿰弓尒',)	('G',)		8.0	0.0	0.0
𢒊	('⿱大⿸厂彡',)	('GT',)		8.0	0.0	0.0
𢘆	('⿰忄𣄼',)	('GT',)		8.0	0.0	0.0
𢘤	('⿱半心',)	('G',)		8.0	0.0	0.0
𢦟	('⿹戈今',)	('GT',)		8.0	0.0	0.0
𢨯	('⿰户户', '⿰戶戶')	('GP', 'T')		8.0	0.0	0.0
𢨳	('⿱户户', '⿱戶戶')	('G', 'Z')		8.0	0.0	0.0
𢪿	('⿱古手',)	('GT',)		8.0	0.0	0.0
𢫕	('⿰扌永',)	('HV',)		8.0	0.0	0.0
𢺸	('⿰支支',)	('T',)		8.0	0.0	0.0
𢻻	('⿰户攴', '⿰戶攴')	('G', 'TV')		8.0	0.0	0.0
𢼂	('⿰爻攵',)	('GV',)		8.0	0.0	0.0
𣂔	('⿰片斤',)	('GT',)		8.0	0.0	0.0
𣅜	('⿱比日',)	('GTP',)		8.0	0.0	0.0
𣅟	('⿰日冘',)	('GT',)		8.0	0.0	0.0
𣅳	('⿺⿱𠃑大日',)	('GTP',)		8.0	0.0	0.0
𣏔	('⿱止木',)	('GTP',)		8.0	0.0	0.0
𣏚	('⿰木氏',)	('GTJP',)		8.0	0.0	0.0
𣏦	('⿱火木',)	('H',)		8.0	0.0	0.0
𣏰	('⿱分木',)	('T',)		8.0	0.0	0.0
𣏼	('⿱廿木', '\u31ef某一')	('G', 'X')		8.0	0.0	0.0
𣏽	('⿰木攴',)	('GT',)		8.0	0.0	0.0
𣐀	('⿰木文',)	('HT',)		8.0	0.0	0.0
𣐁	('⿱{44}木',)	('GT',)		8.0	0.0	0.0
𣐂	('⿱云木', '⿱⿱亠厶木')	('G', 'P')		8.0	0.0	0.0
𣐇	('⿱丰木',)	('T',)		8.0	0.0	0.0
𣢊	('⿰勿欠',)	('GTP',)		8.0	0.0	0.0
𣢐	('⿰欠欠',)	('GTP',)		8.0	0.0	0.0
𣥏	('⿱止𧘇',)	('GT',)		8.0	0.0	0.0
𣥐	('⿱止从',)	('GT',)		8.0	0.0	0.0
𣥕	('⿱止止',)	('GT',)		8.0	0.0	0.0
𣥚	('⿱夭止',)	('G',)		8.0	0.0	0.0
𣥜	('⿱止日',)	('T',)		8.0	0.0	0.0
𣧋	('⿰歹欠',)	('GTP',)		8.0	0.0	0.0
𣧌	('⿰歹戈',)	('GT',)		8.0	0.0	0.0
𣬅	('⿱比比',)	('GT',)		8.0	0.0	0.0
𣲲	('⿰氵禾',)	('GTV',)		8.0	0.0	0.0
𤆦	('⿰火王',)	('T',)		8.0	0.0	0.0
𤆬	('⿱毛灬',)	('HT',)		8.0	0.0	0.0
𤆯	('⿱耂火',)	('GT',)		8.0	0.0	0.0
𤓻	('⿱爫天',)	('T',)		8.0	0.0	0.0
𤘆	('⿰牙牙',)	('G',)		8.0	0.0	0.0
𤘴	('⿰牜攴',)	('GT',)		8.0	0.0	0.0
𤝗	('⿰犭田',)	('GTP',)		8.0	0.0	0.0
𤝚	('⿰犭申',)	('GTP',)		8.0	0.0	0.0
𤝡	('⿰白犬',)	('GT',)		8.0	0.0	0.0
𤤅	('⿰𤣩勿',)	('T',)		8.0	0.0	0.0
𤤋	('⿱夭玉',)	('GT',)		8.0	0.0	0.0
𤰅	('⿱夂用',)	('GT',)		8.0	0.0	0.0
𤰠	('⿱田干',)	('GT',)		8.0	0.0	0.0
𤽇	('⿱白𫶧',)	('GTP',)		8.0	0.0	0.0
𤿌	('⿱口皮',)	('G',)		8.0	0.0	0.0
𥁃	('⿱亡皿',)	('GTP',)		8.0	0.0	0.0
𥁄	('⿱亏皿', '⿱亐皿')	('G', 'T')		8.0	0.0	0.0
𥃳	('⿰目亏', '⿰目亐')	('GP', 'T')		8.0	0.0	0.0
𥃷	('⿱目寸',)	('GT',)		8.0	0.0	0.0
𥄁	('⿱⿺𠃊目乂',)	('G',)		8.0	0.0	0.0
𥎨	('⿱⿻一𠃎矢',)	('GT',)		8.0	0.0	0.0
𥐦	('⿰石已', '⿰石己')	('V', 'UCS2003')		8.0	0.0	0.0
𥐧	('⿱石廾',)	('V',)		8.0	0.0	0.0
𥘣	('⿱止示',)	('G',)		8.0	0.0	0.0
𥘪	('⿰礻午',)	('V',)		8.0	0.0	0.0
𥝕	('⿰禾亡',)	('GTP',)		8.0	0.0	0.0
𥝝	('⿱禾干', '⿻禾二')	('T', 'V')		8.0	0.0	0.0
𥝞	('⿰禾彡',)	('T',)		8.0	0.0	0.0
𥤨	('⿱穴女', '⿱⿱宀儿女')	('G', 'T')		8.0	0.0	0.0
𥤬	('⿵𠕉廾',)	('G',)		8.0	0.0	0.0
𥤱	('⿱穴干', '⿱⿱宀儿干')	('G', 'T')		8.0	0.0	0.0
𥩘	('⿰立勺', '⿰立⿹勹一')	('G', 'T')		8.0	0.0	0.0
𥸨	('𥸨',)	('GT',)		8.0	0.0	0.0
𥸩	('⿰米又',)	('T',)		8.0	0.0	0.0
𦉷	('⿱罒土',)	('GT',)		8.0	0.0	0.0
𦉼	('⿱罒大',)	('GT',)		8.0	0.0	0.0
𦉾	('⿱罒亡',)	('GT',)		8.0	0.0	0.0
𦍐	('⿱𠆢羊',)	('GT',)		8.0	0.0	0.0
𦏲	('⿰⿹𠃌彡⿹𠃌彡',)	('TU',)		8.0	0.0	0.0
𦒳	('⿱耂工',)	('GT',)		8.0	0.0	0.0
𦓎	('⿰而刂',)	('GT',)		8.0	0.0	0.0
𦙃	('⿱⿺𠃊口⺝', '⿱⿺𠃊口⺼')	('G', 'T')		8.0	0.0	0.0
𦙊	('⿱火⺝', '⿱火⺼')	('G', 'T')		8.0	0.0	0.0
𦙑	('⿱勿⺼', '⿱勿⺝')	('T', 'Z')		8.0	0.0	0.0
𦙚	('⿰⿱㇒⿻二丿月',)	('G',)		8.0	0.0	0.0
𦙟	('⿱文⺝', '⿱文⺼')	('GP', 'T')		8.0	0.0	0.0
𦥙	('⿻𦥑⿻㇂㇒',)	('T',)		8.0	0.0	0.0
𦨈	('⿰舟人',)	('GTP',)		8.0	0.0	0.0
𦨉	('⿰舟刂',)	('GTP',)		8.0	0.0	0.0
𦬘	('⿱艹公',)	('GT',)		8.0	0.0	0.0
𦬞	('⿱艹天',)	('GT',)		8.0	0.0	0.0
𦬣	('⿱艹𠕀',)	('GHT',)		8.0	0.0	0.0
𦬦	('⿱艸犬',)	('GT',)		8.0	0.0	0.0
𦬪	('⿱𫇦丁',)	('T',)		8.0	0.0	0.0
𦬬	('⿱艹王',)	('T',)		8.0	0.0	0.0
𦬮	('⿱𫇦儿', '⿱艹㓁')	('T', 'X')		8.0	0.0	0.0
𦬰	('⿱艹𡈼',)	('T',)		8.0	0.0	0.0
𧆛	('⿸虍又',)	('T',)		8.0	0.0	0.0
𧈟	('⿷匚虫',)	('GTP',)		8.0	0.0	0.0
𧈠	('⿸𠂇虫',)	('GT',)		8.0	0.0	0.0
𧈡	('⿱又虫',)	('G',)		8.0	0.0	0.0
𧗠	('⿲彳冫亍',)	('H',)		8.0	0.0	0.0
𧠆	('⿱自儿',)	('GT',)		8.0	0.0	0.0
𧠇	('⿱⿺丄⺝儿',)	('GT',)		8.0	0.0	0.0
𧹘	('⿱龷⿻⿰丿亅八',)	('GT',)		8.0	0.0	0.0
𨐌	('⿱立\U00030001', '⿱亠羊')	('GTJ', 'X')		8.0	0.0	0.0
𨒂	('⿺辶𠂛', '⿺辶⿱㇒{117}')	('GH', 'Z')		8.0	0.0	0.0
𨒒	('⿺辶⿰万十',)	('V',)		8.0	0.0	0.0
𨒙	('⿺辶石',)	('G',)		8.0	0.0	0.0
𨒣	('⿺辶⿱𠂉子',)	('GTV',)		8.0	0.0	0.0
𨳇	('⿰⿱一\u31ef𠁣一⿱一\u31ef𠃛一',)	('G',)		8.0	0.0	0.0
𨸏	('⿱㇒⿰丨⿳{50}{50}{50}',)	('GHT',)		8.0	0.0	0.0
𨹅	('⿰阝𠂤',)	('GT',)		8.0	0.0	0.0
𪜹	('⿰亻⿰⿹𠃌\U0003002a⿹𠃌\U0003002a', '⿰亻羽')	('T', 'Z')		8.0	0.0	0.0
𪟄	('⿰屰刂',)	('TV',)		8.0	0.0	0.0
𪠁	('⿰合卩',)	('G',)		8.0	0.0	0.0
𪠆	('⿸厂并',)	('K',)		8.0	0.0	0.0
𪠨	('⿱臼又',)	('T',)		8.0	0.0	0.0
𪥌	('⿳㇒𠔿大',)	('TV',)		8.0	0.0	0.0
𪧈	('⿱宀田',)	('T',)		8.0	0.0	0.0
𪪎	('⿸广正',)	('T',)		8.0	0.0	0.0
𪫩	('⿱目心',)	('T',)		8.0	0.0	0.0
𪯢	('⿰文文',)	('GT',)		8.0	0.0	0.0
𪯱	('⿰斤攵',)	('G',)		8.0	0.0	0.0
𪯲	('⿰方斤',)	('TKU',)		8.0	0.0	0.0
𪰊	('⿱日止',)	('T',)		8.0	0.0	0.0
𪰋	('⿰日攵',)	('T',)		8.0	0.0	0.0
𪰎	('⿱文日',)	('T',)		8.0	0.0	0.0
𪸓	('⿱无灬',)	('T',)		8.0	0.0	0.0
𪻓	('⿰𤣩火',)	('T',)		8.0	0.0	0.0
𫃚	('⿰糹卜',)	('V',)		8.0	0.0	0.0
𫆀	('⿰耳卩',)	('T',)		8.0	0.0	0.0
𫇩	('⿱艹五',)	('J',)		8.0	0.0	0.0
𫇭	('⿱艹为',)	('G',)		8.0	808.9	0.0
𫐣	('⿺辶丙',)	('T',)		8.0	0.0	0.0
𫠭	('⿰不不',)	('G',)		8.0	0.0	0.0
𫤘	('⿳㇒罒儿',)	('T',)		8.0	0.0	0.0
𫧠	('⿱𢆶十',)	('G',)		8.0	0.0	0.0
𫨈	('⿸厂𤆌',)	('G',)		8.0	0.0	0.0
𫩣	('⿱央口',)	('G',)		8.0	0.0	0.0
𫩧	('⿱令口',)	('T',)		8.0	0.0	0.0
𫯢	('⿰大戉',)	('G',)		8.0	0.0	0.0
𫰗	('⿱⿱一⿻冂⿰丨丨女', '\u31ef要一')	('T', 'X')		8.0	0.0	0.0
𫲿	('⿱宀立',)	('G',)		8.0	0.0	0.0
𫻩	('⿹戈丰',)	('G',)		8.0	0.0	0.0
𫾨	('⿰文攵',)	('T',)		8.0	0.0	0.0
𬂣	('⿰木介',)	('T',)		8.0	0.0	0.0
𬅟	('⿱欠心',)	('G',)		8.0	0.0	0.0
𬇊	('⿰氏氏',)	('G',)		8.0	0.0	0.0
𬉻	('⿹丐灬',)	('T',)		8.0	0.0	0.0
𬙘	('⿱罒于',)	('T',)		8.0	0.0	0.0
𬚳	('⿸𠃜月',)	('T',)		8.0	0.0	0.0
𬜦	('⿱艹卉',)	('T',)		8.0	0.0	0.0
𬮠	('⿵门可',)	('G',)		8.0	0.0	0.0
𭀡	('⿰\u2ffd丿三⿺乚三',)	('J',)		8.0	0.0	0.0
𭁈	('⿱⿲丨丨𠀆⿱一八', '⿱⿲丨丨\U00030001⿱一八')	('J', 'Z')		8.0	0.0	0.0
𭁴	('⿱冖亘',)	('J',)		8.0	0.0	0.0
𭃚	('⿰生刃',)	('J',)		8.0	0.0	0.0
𭅉	('⿰勿斤',)	('G',)		8.0	0.0	0.0
𭅑	('⿱龹匕',)	('J',)		8.0	0.0	0.0
𭅒	('⿱⿻𦍌㇒匕', '⿱䒑老')	('J', 'Z')		8.0	0.0	0.0
𭅺	('⿰{17}卩',)	('J',)		8.0	0.0	0.0
𭇎	('⿱口可',)	('S',)		8.0	0.0	0.0
𭎇	('⿱少𡈽',)	('K',)		8.0	0.0	0.0
𭎊	('⿱白土',)	('S',)		8.0	0.0	0.0
𭎌	('⿰土乍',)	('S',)		8.0	0.0	0.0
𭑈	('⿰天天',)	('K',)		8.0	0.0	0.0
𭑊	('⿱龹⺀',)	('J',)		8.0	0.0	0.0
𭒽	('⿰子且',)	('J',)		8.0	0.0	0.0
𭔫	('⿱⿰工几寸',)	('S',)		8.0	0.0	0.0
𭕘	('⿸尸目',)	('J',)		8.0	0.0	0.0
𭖒	('⿱山主', '⿱山龶')	('G', 'J')		8.0	0.0	0.0
𭚫	('⿰弓㐱',)	('S',)		8.0	0.0	0.0
𭟰	('⿱戈止',)	('K',)		8.0	0.0	0.0
𭟲	('⿱从戈',)	('J',)		8.0	0.0	0.0
𭠂	('⿸戶⿹𠃌口', '⿸户⿹𠃌口')	('J', 'Z')		8.0	0.0	0.0
𭣤	('⿰歹攵',)	('K',)		8.0	0.0	0.0
𭥒	('⿱日反',)	('S',)		8.0	0.0	0.0
𭥕	('⿱日王',)	('K',)		8.0	0.0	0.0
𭥖	('⿱日元',)	('K',)		8.0	0.0	0.0
𭥗	('⿱日日',)	('JS',)		8.0	0.0	0.0
𭩢	('⿱巨木',)	('S',)		8.0	0.0	0.0
𭭛	('⿰止攴',)	('S',)		8.0	0.0	0.0
𭮃	('⿰歹斗',)	('J',)		8.0	0.0	0.0
𭴉	('⿱云灬',)	('G',)		8.0	0.0	0.0
𭴋	('⿱日灬',)	('G',)		8.0	0.0	0.0
𭴎	('⿰火毛',)	('S',)		8.0	0.0	0.0
𭶪	('⿱爫冄',)	('J',)		8.0	0.0	0.0
𭸾	('⿰𤣩巨',)	('S',)		8.0	0.0	0.0
𭺲	('⿱口生',)	('G',)		8.0	0.0	0.0
𭺳	('⿰生{20}', '⿰生丸')	('J', 'Z')		8.0	0.0	0.0
𮕦	('⿱𠂉衣',)	('S',)		8.0	0.0	0.0
𮝾	('⿸厂⿱工{25}',)	('J',)		8.0	0.0	0.0
𮨶	('⿹飞去',)	('GV',)		8.0	0.0	0.0
𮱤	('⿱山仓',)	('G',)		8.0	0.0	0.0
𰁽	('⿰介介',)	('B',)		8.0	0.0	0.0
𰇑	('⿱册口',)	('B',)		8.0	0.0	0.0
𰉢	('⿱立土',)	('G',)		8.0	0.0	0.0
𰏤	('⿱从开',)	('S',)		8.0	0.0	0.0
𰏴	('⿸广𢆉',)	('S',)		8.0	0.0	0.0
𰗕	('⿱\U00031f00木',)	('B',)		8.0	0.0	0.0
𰛐	('⿰水欠',)	('S',)		8.0	0.0	0.0
𰤔	('⿱白巛',)	('T',)		8.0	0.0	0.0
𰥐	('⿱𥃰一',)	('T',)		8.0	0.0	0.0
𰮋	('⿰月𡯂',)	('G',)		8.0	0.0	0.0
𰹈	('⿰車乙',)	('B',)		8.0	0.0	0.0
𱐍	('⿶凵米',)	('V',)		8.0	0.0	0.0
𱑎	('⿱亦十',)	('V',)		8.0	0.0	0.0
𱒒	('⿱口目',)	('B',)		8.0	0.0	0.0
𱖔	('⿳山一王',)	('B',)		8.0	0.0	0.0
𱛖	('⿱山甲',)	('G',)		8.0	0.0	0.0
𱞂	('⿱王心',)	('V',)		8.0	0.0	0.0
𱡻	('⿱日今',)	('V',)		8.0	0.0	0.0
𱣀	('⿱支木',)	('K',)		8.0	0.0	0.0
𱪮	('⿰火勾',)	('G',)		8.0	0.0	0.0
𱬷	('⿱爫巴',)	('T',)		8.0	0.0	0.0
𱵼	('⿰禾久',)	('K',)		8.0	0.0	0.0
𱺵	('⿱罒𪜀',)	('V',)		8.0	0.0	0.0
𱻊	('⿱𦍌又',)	('V',)		8.0	0.0	0.0
𱼧	('⿰丿臣',)	('S',)		8.0	0.0	0.0
𱽐	('⿱艹\U000322c4',)	('V',)		8.0	0.0	0.0
𱽓	('⿱龷⿲㇒丨人',)	('T',)		8.0	0.0	0.0
𲀥	('⿱𠆢衣',)	('G',)		8.0	0.0	0.0
頁	('⿱丆貝', '⿱𦣻八')	('GHTJKP', 'X')		9.0	5228.5	1331988.5999999982
首	('⿱丷𦣻', '⿱䒑自')	('GHTJKPV', 'X')		9.0	88380.2	943803.6000000001
音	('⿱立日',)	('GHTJKPV',)		9.0	106559.8	704787.8666666666
相	('⿰木目',)	('GHTJKPV',)		9.0	381297.9	517668.0
昜	('⿱旦勿',)	('GHTJKP',)		9.0	334.7	503233.70000000007
胃	('⿱田⺝', '⿱田⺼')	('GHJKPV', 'T')		9.0	12520.7	491749.2
既	('⿰{18}旡',)	('GHTJ',)		9.0	702273.6	477575.38333333336
重	('⿳㇒車一', '⿻𢆍二')	('GHTJKPV', 'X')		9.0	221199.1	458352.1000000001
虽	('⿱口虫',)	('GTKP',)		9.0	203325.6	327786.80000000005
故	('⿰古攵',)	('GHTJKPV',)		9.0	414493.1	317146.9
娄	('⿱米女',)	('GTJP',)		9.0	6997.4	308043.5000000002
咸	('⿵戊𠮛', '⿵戌口')	('GHTJKP', 'X')		9.0	30395.8	306406.4000000002
韋	('⿱𭇁㐄', '⿱𭇁{48}')	('GHTJP', 'K')		9.0	11062.5	297484.4000000001
亲	('⿱立木',)	('GTP',)		9.0	159405.6	267044.7
鬼	('⿷⿱㇒⿸⿻日丿乚厶', '⿷⿱甶儿厶')	('G[B]', 'HTJKPV')		9.0	92110.1	262029.75000000003
禺	('⿻日禸',)	('GHTJKP',)		9.0	2275.9	260748.59999999992
是	('⿱日𤴓',)	('GHTJKPV',)		9.0	1757367.7	256026.60000000006
骨	('⿳{108}冖⺝', '⿳𭁟冖⺝', '⿳𭁟冖⺼')	('GV[U][B]', 'HJKP[S]', 'T')		9.0	41417.9	197575.89999999997
畐	('⿱𠮛田',)	('GTJKP',)		9.0	209.2	184877.29999999996
复	('⿱𭥍夊', '⿳𠂉曰夊')	('GTJV', 'H')		9.0	169451.0	184250.90000000002
洛	('⿰氵各',)	('GHTJKPV',)		9.0	25638.0	180645.7
昷	('⿱日皿',)	('GTJKP',)		9.0	13.9	170096.60000000003
係	('⿰亻系',)	('GHTJKPV',)		9.0	1925597.2	153818.8
酋	('⿱丷酉', '⿱八酉')	('GHTV', 'JKP')		9.0	2345.3	149461.10000000003
壴	('⿳士口䒑', '⿱十豆')	('GHTJK', 'X')		9.0	167.4	137226.2666666667
㒸	('⿱丷豕',)	('GT',)		9.0	97.6	131431.55
某	('⿱甘木',)	('GHTJKPV',)		9.0	30768.9	130880.79999999999
剌	('⿰束刂',)	('GHTJKP',)		9.0	2033.2	128061.9
軍	('⿱冖車',)	('GHTJKPV',)		9.0	302659.3	122312.4
封	('⿰圭寸',)	('GHTJKPV',)		9.0	117703.7	122120.7
斿	('⿰方⿱𠂉子', '⿸𭤨子')	('GHTJKP', 'X')		9.0	627.6	121724.3
爰	('⿳爫一友',)	('GHTJKPV',)		9.0	5193.4	114834.99999999997
俞	('⿱{88}⿰⺝刂', '⿱{88}刖')	('GHKP', 'T')		9.0	7969.4	109863.74999999999
食	('⿱𠆢良', '⿱𠆢⿱一艮', '⿱{88}艮')	('GJV', 'HTKP', 'X')		9.0	276146.4	109623.60000000002
品	('⿱口吅',)	('GHTJKPV',)		9.0	36219.6	108991.90000000001
柬	('⿻木⿴囗丷',)	('GHTJKP',)		9.0	1374.5	108510.16666666667
𦔻	('⿰耳口',)	('GV',)		9.0	0.0	103299.13333333333
扁	('⿸户𠕁', '⿸戶𠕁')	('GHPV', 'TJK')		9.0	6823.2	102598.70000000001
迶	('⿺辶有',)	('GHTJK',)		9.0	0.0	99694.1
曷	('⿱日匃', '⿱曰匃')	('GTJKPV', 'H')		9.0	8629.1	95409.45
𭴘	('⿱⺻灬',)	('S',)		9.0	0.0	90149.40000000001
禹	('⿻䖝冂',)	('GHTJKPV',)		9.0	26857.8	89003.69999999998
亭	('⿱{87}丁',)	('GHTJKPV',)		9.0	15618.8	82793.69999999998
枼	('⿱世木',)	('GMTJKP',)		9.0	195.2	78668.99999999999
叚	('⿰{5}⿱{50}又',)	('GHTJK',)		9.0	599.7	78143.49999999997
耑	('⿱山而',)	('GHTJKP',)		9.0	795.4	75128.0
則	('⿰貝刂',)	('GHTJKPV',)		9.0	479228.9	72606.5
卻	('⿰谷卩',)	('GHTJKPV',)		9.0	139841.6	72196.65
贵	('⿱𠀐贝',)	('G',)		9.0	93224.1	67960.9
畏	('⿳田一{25}',)	('GHTJKPV',)		9.0	27773.5	66775.3
𡿺	('⿱巛囟',)	('JV',)		9.0	0.0	66621.1
急	('⿱刍心', '⿱⿱⺈{43}心', '⿱⿱⺈\U0002b739心')	('G', 'HTKPV', 'J')		9.0	87072.9	66316.6
𦚏	('⿱立⺝',)	('GV',)		9.0	0.0	64526.0
革	('⿱廿⿻中一',)	('GHTJKP',)		9.0	20756.5	63816.800000000076
卸	('⿰𦈢卩',)	('GHTJKPV',)		9.0	1592.9	63185.6
泉	('⿱白水',)	('GHTJKPV',)		9.0	25603.7	60347.79999999999
昭	('⿰日召',)	('GHTJKPV',)		9.0	44857.5	57777.8
星	('⿱日生',)	('GHTJKPV',)		9.0	127456.5	57287.8
風	('⿵𠘨䖝', '⿵𠘨⿱一虫')	('GJKPV', 'HT')		9.0	168099.0	56258.20000000001
彖	('⿱彑𧰨',)	('GHTJKP',)		9.0	401.8	55757.64999999999
兪	('⿱⿵入一⿰⺝巜', '⿱{88}⿰⺝巜', '⿱{88}⿰月巜', '⿱⿵入一⿰⿵冂⺀巜')	('GKP', 'H', 'T', 'J')		9.0	0.0	54198.149999999994
𦍒	('⿱土羊',)	('GT',)		9.0	0.0	51547.0
南	('⿱十⿵冂𢆉',)	('GHTJKPV',)		9.0	186400.8	48711.299999999996
奐	('⿳⺈{113}大', '⿱{3}大', '⿱⿱⺈𦉪大')	('G', 'HT', 'JKP')		9.0	1921.7	48577.84999999999
胡	('⿰古月', '⿰古⺝', '⿰古⺼')	('GJKPV', 'H', 'T')		9.0	54317.4	46659.100000000006
思	('⿱田心',)	('GHTJKPV',)		9.0	205289.1	39127.09999999999
皆	('⿱比白',)	('GHTJKPV',)		9.0	198386.7	34330.200000000004
屋	('⿸尸至',)	('GHTJKPV',)		9.0	116016.3	33602.0
䚯	('⿰訁刂',)	('GTJ',)		9.0	97.6	33333.4
类	('⿱米大',)	('GHTP',)		9.0	63923.2	31961.6
荅	('⿱艹合',)	('GHTJKP',)		9.0	5118.3	31656.499999999996
臿	('⿶臼千', '⿶臼干')	('GKP', 'HTJ')		9.0	446.3	31510.7
彦	('⿸产彡',)	('GMTJKP',)		9.0	6009.9	30698.600000000002
巷	('⿱共巳', '⿱共己')	('GHTKP', 'J')		9.0	6499.5	30379.800000000003
茍	('⿱卝句',)	('GHT',)		9.0	1780.8	29739.55
𦭝	('⿱艹罒', '⿱卝罒')	('G', 'T')		9.0	0.0	29547.083333333336
卽	('⿰皀卩',)	('GHTJKP',)		9.0	209.2	29393.23333333333
爯	('⿱爫冉', '⿱爫⿻冄丨')	('GTP', 'JK')		9.0	41.8	29082.166666666668
彥	('⿳亠㐅⿸厂彡',)	('GHTP',)		9.0	6009.9	28757.3
显	('⿱日业',)	('G',)		9.0	73423.3	27885.4
𬛸	('⿱臼工',)	('U',)		9.0	0.0	26139.649999999998
客	('⿱宀各',)	('GHTJKPV',)		9.0	86170.3	26019.600000000002
䙲	('⿱覀大', '⿱襾大')	('GTJ', 'P')		9.0	0.0	25858.63333333333
贲	('⿱卉贝',)	('G',)		9.0	8831.7	24793.0
垚	('⿱土𪢴',)	('GHTJK',)		9.0	70.5	24778.2
要	('⿱覀女',)	('GHTJKPV',)		9.0	683177.9	24210.2
盾	('⿸𠂆𥃭',)	('GHTJKPV',)		9.0	12019.7	24159.999999999996
甚	('⿱{94}⿺𠃊八', '⿱⿵卄𠄠匹')	('GV', 'HTJKP')		9.0	97590.8	23818.300000000003
𡱒	('⿸尸共',)	('GTV',)		9.0	0.0	23630.2
览	('⿱\U00030022见',)	('G',)		9.0	9469.3	23133.800000000003
咠	('⿱口耳',)	('GHTJKPV',)		9.0	167.4	23004.766666666663
皇	('⿱白王',)	('GHTJKPV',)		9.0	111792.2	22754.85000000001
叟	('⿱𦥔又', '⿱⿴臼丨又', '⿱⿻𦥑丨又', '⿱⿻臼丨又')	('GT', 'H', 'J', 'KP[V]')		9.0	2956.5	22293.36666666667
面	('⿱丆囬', '⿴𫩑{67}')	('GHTJKPV', 'X')		9.0	533842.9	21617.300000000003
保	('⿰亻呆',)	('GHTJKPV',)		9.0	83259.8	20355.600000000002
退	('⿺辶艮',)	('GHTJKPV',)		9.0	69552.4	18899.1
𱅑	('⿱龹马',)	('U',)		9.0	0.0	18407.3
奏	('⿱𡗗天', '⿱𡗗夭')	('GHTJKV', 'P')		9.0	39598.7	17959.000000000004
県	('⿱⿺𠃊目小', '⿱⿺𠃊目𡭔')	('GHP', 'JK')		9.0	0.0	17826.600000000002
秋	('⿰禾火',)	('GHTJKPV',)		9.0	87682.3	17748.000000000004
架	('⿱加木',)	('GHTJKPV',)		9.0	166436.2	17109.2
垔	('⿱覀土', '⿱西土')	('G', 'HTJK')		9.0	139.5	17044.31666666667
荒	('⿱艹巟',)	('GHTJKPV',)		9.0	17817.3	16671.8
為	('\u2ffd⿵⿸⿻丿𠃍⿱𠃍𠃌灬丶',)	('GHTJKP',)		9.0	1522946.8	16528.700000000004
总	('⿱𠮦心',)	('GH',)		9.0	81276.2	16133.1
侯	('⿰亻⿱{14}矢',)	('GHTJKPV',)		9.0	318849.3	15781.199999999999
帝	('⿱{83}巾',)	('GHTJKPV',)		9.0	220611.9	15355.9
前	('⿱䒑⿰⺝刂', '⿱䒑刖')	('GHJKPV', 'T')		9.0	422399.4	15093.95
厘	('⿸厂里',)	('GHTJKPV',)		9.0	6956.4	14995.9
兹	('⿱䒑𢆶',)	('GHTP',)		9.0	13420.8	14416.133333333331
将	('⿰丬𪧷', '⿰丬寽')	('G', 'TJKP')		9.0	487051.4	14091.999999999998
度	('⿸广⿱廿又',)	('GHTJKPV',)		9.0	277690.1	13384.499999999998
蚤	('⿱叉虫', '⿱㕚虫')	('GV', 'HTJKP')		9.0	4789.0	13266.000000000004
𨊠	('⿰車㔾',)	('GTPV',)		9.0	0.0	12983.7
負	('⿱⺈貝', '⿱勹貝')	('GHTJPV[B]', 'K')		9.0	46333.3	12699.15
差	('⿸⺶工', '⿸⿱𦍌丿工')	('GPV', 'HTJK')		9.0	74717.9	11886.9
𱼭	('⿱臼土',)	('B',)		9.0	0.0	11624.4
匽	('⿷匚妟', '⿷匸妟')	('GJKP', 'HT')		9.0	446.3	11477.2
茲	('⿱艹𢆶',)	('GHTJKP',)		9.0	13323.2	11250.933333333332
活	('⿰氵舌',)	('GHTJKPV',)		9.0	75242.7	10908.5
𬙙	('⿱罒方',)	('G',)		9.0	0.0	10900.1
𫥎	('⿱免⺀',)	('U',)		9.0	0.0	10574.1
柰	('⿱木示',)	('GHTJKP',)		9.0	6496.6	10403.0
咢	('⿱吅亏',)	('GHTJKPV',)		9.0	154.8	10306.0
勇	('⿱甬力', '⿱龴男')	('GHTV', 'JKP')		9.0	37252.0	10072.1
眉	('⿸𠃜目',)	('GHTJKPV',)		9.0	31258.3	10024.7
癸	('⿱癶天',)	('GHTJKPV',)		9.0	13948.8	9993.0
単	('⿱𭕄⿻甲一',)	('GTJ',)		9.0	0.0	9327.800000000001
查	('⿱木旦',)	('GHTPV',)		9.0	29627.3	9297.066666666666
査	('⿱木且',)	('GMTJKP',)		9.0	23.6	9144.833333333334
㚅	('⿱夂𤯔',)	('GT',)		9.0	0.0	9108.6
